jour,mois,lum,agg,int,atm,col,catr,circ,vosp,prof,plan,surf,infra,situ,vma,place,sexe,an_nais,trajet,locp,senc,catv,obs,obsm,manv,nb_v,nb_u,hr,has_ceinture,has_gants,has_casque,has_airbag,has_gilet,has_de,choc_avant,choc_arriere,choc_gauche,choc_droit,target
31,1,nocturne,non,simple,pluvieuses,deux_vl,route_secondaire,simple,sans,plat,rectiligne,humide,routiers,normale,80,passager,masculin,2014,personnelle,sans,inconnu,vl,aucun,aucun,1,2,3,18,0,0,0,0,0,0,1,0,0,0,1
18,12,jour,non,simple,difficiles,autres,route_secondaire,simple,sans,plat,courbe,autre,aucun,particuliere,80,conducteur,masculin,1933,personnelle,sans,decroissant,vl,structurel,aucun,0,1,1,8,1,0,0,0,0,0,1,0,0,0,1
11,4,jour,oui,aucun,normale,autres,route_secondaire,simple,sans,incline,rectiligne,normale,aucun,normale,50,pieton,feminin,1936,personnelle,chaussee,croissant,vl,aucun,pieton,16,1,2,9,0,0,0,0,0,0,1,0,0,1,1
24,4,jour,non,aucun,normale,autres,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,80,passager_avant,masculin,1974,personnelle,sans,croissant,vl,aucun,vehicule,5,3,6,18,1,0,0,0,0,0,1,0,1,0,1
11,2,crepuscule_aube,oui,simple,normale,autres,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,pieton,masculin,1955,domicile,chaussee,decroissant,2rm,aucun,pieton,1,1,2,18,0,0,0,0,0,0,0,0,0,0,0
27,10,nocturne,non,aucun,pluvieuses,autres,route_secondaire,simple,sans,plat,rectiligne,humide,aucun,normale,80,passager,feminin,2001,personnelle,sans,decroissant,vl,aucun,aucun,1,1,3,2,0,0,0,0,0,0,1,1,1,1,1
8,9,nocturne,non,simple,pluvieuses,deux_vl,route_secondaire,simple,sans,plat,rectiligne,humide,aucun,normale,80,conducteur,masculin,1988,domicile,sans,croissant,2rm,aucun,vehicule,1,2,3,0,0,0,1,0,0,0,1,0,0,0,1
26,3,jour,oui,simple,normale,deux_vl,route_secondaire,simple,sans,incline,courbe,normale,aucun,normale,50,conducteur,masculin,1986,autre,sans,inconnu,vl,structurel,vehicule,1,2,2,9,1,0,0,0,0,0,1,0,0,0,0
17,11,nocturne,oui,aucun,pluvieuses,autres,route_secondaire,simple,sans,plat,rectiligne,humide,aucun,normale,70,conducteur,masculin,2000,professionnelle,sans,decroissant,pl,aucun,vehicule,1,3,4,19,1,0,0,0,0,0,0,1,1,0,0
21,8,jour,non,aucun,difficiles,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,80,conducteur,feminin,1994,personnelle,sans,decroissant,vl,aucun,vehicule,15,2,2,18,1,0,0,0,0,0,1,0,1,0,0
28,6,jour,oui,complexe,normale,deux_vl,route_secondaire,simple,sans,plat,courbe,normale,aucun,normale,50,conducteur,masculin,1988,personnelle,sans,inconnu,2rm,aucun,vehicule,1,2,2,5,0,0,1,0,0,0,0,1,0,1,1
1,1,jour,non,aucun,normale,sans_collision,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,particuliere,90,passager,masculin,1986,personnelle,sans,croissant,vl,structurel,aucun,1,1,3,9,0,0,0,0,0,0,0,0,0,0,1
2,4,nocturne,non,aucun,normale,autres,route_secondaire,simple,sans,plat,rectiligne,normale,routiers,normale,80,conducteur,masculin,1976,personnelle,sans,decroissant,vl,structurel,aucun,14,1,1,1,1,0,0,0,0,0,1,0,0,1,1
25,5,jour,oui,complexe,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,conducteur,masculin,2013,personnelle,sans,decroissant,cycle_edp,aucun,vehicule,11,2,2,12,0,0,0,0,0,0,0,0,0,1,1
2,9,jour,non,aucun,difficiles,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,80,conducteur,masculin,1962,professionnelle,sans,croissant,vl,aucun,vehicule,11,2,2,16,1,0,0,0,0,0,0,1,0,1,0
9,11,jour,oui,simple,normale,autres,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,30,conducteur,masculin,1961,personnelle,sans,croissant,vl,aucun,pieton,9,1,2,8,0,0,0,0,0,0,1,0,0,0,0
17,2,jour,oui,simple,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,conducteur,feminin,1939,personnelle,sans,croissant,vl,aucun,vehicule,23,2,4,15,1,0,0,0,0,0,1,0,1,0,1
9,9,nocturne,non,aucun,normale,deux_vl,route_secondaire,simple,sans,incline,rectiligne,normale,aucun,normale,80,passager_avant,feminin,1985,personnelle,sans,decroissant,vl,aucun,vehicule,21,2,4,19,1,0,0,0,0,0,1,0,0,1,1
12,9,jour,non,aucun,normale,deux_vl,route_principale,simple,sans,plat,rectiligne,normale,aucun,normale,80,conducteur,feminin,1986,personnelle,sans,croissant,vl,aucun,vehicule,1,2,4,15,1,0,0,0,0,0,1,0,1,0,1
9,5,nocturne,oui,simple,normale,deux_vl,route_secondaire,complexe,avec,plat,rectiligne,normale,aucun,particuliere,30,conducteur,masculin,1955,professionnelle,sans,croissant,vl,aucun,vehicule,22,2,3,0,1,0,0,0,0,0,0,1,0,1,0
24,9,jour,non,aucun,normale,deux_vl,route_secondaire,simple,sans,plat,courbe,normale,aucun,normale,80,conducteur,masculin,1972,personnelle,sans,decroissant,vl,aucun,aucun,13,2,2,17,1,0,0,1,0,0,1,0,0,0,1
4,8,jour,oui,aucun,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,30,conducteur,feminin,1970,personnelle,sans,decroissant,vl,aucun,vehicule,23,2,3,11,0,0,0,0,0,0,0,1,0,0,0
28,8,nocturne,non,aucun,pluvieuses,deux_vl,route_secondaire,simple,sans,plat,rectiligne,humide,aucun,normale,80,passager_avant,feminin,1994,personnelle,sans,croissant,2rm,aucun,vehicule,2,1,2,22,0,0,1,0,0,0,0,1,1,0,1
18,7,jour,oui,aucun,normale,sans_collision,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,80,pieton,feminin,1939,personnelle,chaussee,croissant,pl,aucun,aucun,1,1,2,10,0,0,0,0,0,0,0,0,0,0,1
24,7,jour,oui,complexe,normale,autres,route_secondaire,simple,sans,plat,rectiligne,normale,zones,particuliere,1,conducteur,masculin,2000,personnelle,sans,inconnu,2rm,aucun,pieton,26,1,2,18,0,0,0,0,0,0,1,0,0,0,0
21,11,jour,non,aucun,pluvieuses,autres,route_secondaire,simple,sans,incline,courbe,humide,aucun,particuliere,80,conducteur,masculin,1944,autre,sans,decroissant,vl,naturel,aucun,1,1,1,13,1,0,0,0,0,0,1,0,0,1,1
11,10,jour,oui,simple,normale,autres,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,pieton,feminin,1964,personnelle,chaussee,croissant,vl,aucun,pieton,1,1,2,13,0,0,0,0,0,0,1,0,0,1,0
18,8,nocturne,non,aucun,normale,deux_vl,route_principale,simple,sans,plat,rectiligne,normale,aucun,normale,70,conducteur,masculin,1995,personnelle,sans,inconnu,2rm,aucun,vehicule,17,2,2,19,0,0,1,0,0,0,1,0,0,0,1
13,1,jour,oui,aucun,normale,autres,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,conducteur,masculin,1992,autre,sans,croissant,2rm,aucun,pieton,1,1,2,11,0,1,1,0,0,0,1,0,0,0,0
6,12,jour,non,aucun,normale,sans_collision,route_secondaire,simple,sans,incline,rectiligne,autre,aucun,normale,90,conducteur,masculin,1963,personnelle,sans,croissant,2rm,aucun,aucun,1,1,2,13,0,1,1,0,0,0,1,1,1,1,1
4,12,jour,non,aucun,normale,deux_vl,route_principale,simple,sans,plat,courbe,normale,aucun,normale,70,passager_avant,masculin,1968,autre,sans,decroissant,vl,aucun,vehicule,13,2,5,16,1,0,0,0,0,0,1,0,0,0,1
2,1,nocturne,oui,aucun,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,30,conducteur,masculin,1993,autre,sans,inconnu,vl,aucun,vehicule,1,2,2,22,1,0,0,0,0,0,1,0,1,0,0
23,4,nocturne,non,complexe,normale,sans_collision,route_secondaire,simple,sans,plat,courbe,humide,routiers,normale,80,passager_avant,masculin,1997,personnelle,sans,croissant,2rm,structurel,aucun,1,1,2,4,0,0,1,0,0,0,1,0,0,0,1
31,7,jour,oui,aucun,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,conducteur,masculin,2001,domicile,sans,croissant,2rm,aucun,vehicule,1,2,2,14,0,0,1,0,0,0,0,0,0,1,0
27,8,jour,oui,complexe,normale,autres,autre,simple,sans,plat,rectiligne,normale,aucun,normale,50,conducteur,feminin,1995,personnelle,sans,inconnu,vl,aucun,pieton,26,1,2,10,1,0,0,0,0,0,0,1,0,0,0
12,12,crepuscule_aube,oui,aucun,pluvieuses,autres,route_secondaire,simple,sans,plat,rectiligne,humide,aucun,normale,50,pieton,masculin,1961,personnelle,chaussee,decroissant,vl,aucun,pieton,1,1,2,18,0,0,0,0,0,0,1,0,1,0,1
13,11,nocturne,non,aucun,normale,autres,route_secondaire,simple,sans,plat,courbe,normale,aucun,particuliere,70,conducteur,masculin,1986,domicile,sans,inconnu,vl,structurel,autre,21,1,1,3,1,0,0,0,0,0,1,0,0,0,1
22,7,jour,oui,aucun,difficiles,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,conducteur,masculin,1963,domicile,sans,decroissant,cycle_edp,aucun,vehicule,12,2,2,7,0,0,1,0,0,0,1,0,0,1,0
3,1,jour,non,aucun,normale,sans_collision,route_secondaire,simple,sans,plat,courbe,normale,aucun,particuliere,80,conducteur,masculin,1937,personnelle,sans,croissant,vl,aucun,aucun,1,1,1,12,1,0,0,0,0,0,1,0,0,1,1
12,7,jour,oui,aucun,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,conducteur,masculin,1989,autre,sans,decroissant,vl,aucun,autre,3,2,2,17,0,0,0,0,0,0,1,0,0,0,1
23,1,crepuscule_aube,oui,aucun,normale,sans_collision,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,conducteur,masculin,1989,personnelle,sans,croissant,2rm,aucun,aucun,1,1,1,17,0,1,1,0,0,0,0,0,0,1,1
14,5,jour,oui,simple,pluvieuses,deux_vl,route_secondaire,simple,sans,plat,rectiligne,humide,aucun,normale,50,conducteur,masculin,1994,autre,sans,croissant,2rm,aucun,vehicule,1,2,2,16,0,0,1,0,0,0,1,0,0,0,1
23,8,jour,oui,aucun,normale,autres,route_secondaire,complexe,sans,plat,courbe,normale,aucun,normale,50,pieton,feminin,1963,personnelle,chaussee,inconnu,vl,aucun,pieton,2,1,2,18,0,0,0,0,0,0,1,0,0,0,1
1,10,crepuscule_aube,non,aucun,normale,autres,route_principale,complexe,sans,plat,rectiligne,normale,aucun,normale,70,conducteur,masculin,1999,personnelle,sans,croissant,2rm,aucun,vehicule,17,3,3,8,0,0,1,0,0,0,1,1,1,1,1
27,12,jour,oui,simple,normale,deux_vl,route_principale,complexe,avec,plat,rectiligne,normale,aucun,normale,50,conducteur,masculin,1984,personnelle,sans,decroissant,vl,aucun,vehicule,15,2,2,12,1,0,0,0,0,0,0,0,0,1,0
24,12,jour,non,aucun,normale,sans_collision,route_secondaire,simple,sans,incline,rectiligne,normale,aucun,normale,80,conducteur,masculin,1994,personnelle,sans,decroissant,2rm,structurel,aucun,1,1,1,15,0,0,0,0,0,0,1,0,0,0,1
12,7,nocturne,oui,aucun,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,30,conducteur,masculin,1975,personnelle,sans,croissant,vl,aucun,vehicule,13,2,2,3,0,0,0,0,0,0,1,0,1,0,0
27,6,nocturne,non,aucun,pluvieuses,sans_collision,route_secondaire,simple,sans,plat,rectiligne,humide,aucun,particuliere,80,conducteur,masculin,1989,personnelle,sans,decroissant,2rm,aucun,aucun,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1
9,4,jour,oui,aucun,normale,deux_vl,route_secondaire,complexe,avec,plat,rectiligne,normale,aucun,normale,50,conducteur,masculin,1957,domicile,sans,croissant,cycle_edp,aucun,vehicule,1,2,2,14,0,0,1,0,0,0,1,0,0,0,0
3,6,jour,non,aucun,normale,autres,route_principale,complexe,sans,plat,rectiligne,normale,aucun,normale,130,conducteur,feminin,1968,personnelle,sans,croissant,vl,aucun,vehicule,23,3,4,19,1,0,0,0,0,0,0,1,0,0,0
30,6,jour,non,aucun,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,80,conducteur,feminin,1997,professionnelle,sans,croissant,vl,aucun,vehicule,1,2,3,10,1,0,0,0,0,0,1,0,1,0,1
2,2,nocturne,oui,complexe,pluvieuses,autres,route_secondaire,simple,sans,plat,rectiligne,humide,aucun,normale,30,pieton,feminin,1999,personnelle,chaussee,inconnu,vl,aucun,pieton,15,1,2,3,0,0,0,0,0,0,1,0,0,1,0
22,5,jour,non,aucun,normale,autres,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,80,conducteur,masculin,1988,personnelle,sans,inconnu,2rm,aucun,autre,13,1,1,17,0,1,1,0,0,0,1,0,0,0,1
14,2,jour,non,simple,normale,deux_vl,route_secondaire,simple,sans,incline,rectiligne,normale,routiers,normale,80,conducteur,masculin,1964,domicile,sans,croissant,vl,aucun,vehicule,1,2,2,13,1,0,0,0,0,0,1,0,0,1,0
30,6,jour,oui,aucun,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,conducteur,feminin,2005,personnelle,sans,inconnu,cycle_edp,aucun,vehicule,1,2,2,9,0,0,0,0,0,0,0,0,0,1,1
1,2,nocturne,oui,complexe,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,conducteur,masculin,1976,professionnelle,sans,decroissant,2rm,aucun,vehicule,15,2,2,21,0,0,1,0,0,0,1,0,1,0,1
11,2,jour,non,complexe,normale,autres,route_secondaire,simple,sans,incline,rectiligne,normale,aucun,normale,80,conducteur,masculin,1986,personnelle,sans,decroissant,vl,aucun,pieton,1,1,3,17,1,0,0,0,0,0,1,0,0,1,0
21,12,nocturne,oui,aucun,pluvieuses,autres,route_secondaire,simple,avec,plat,rectiligne,humide,aucun,normale,50,pieton,feminin,1937,personnelle,chaussee,decroissant,vl,aucun,pieton,1,1,2,17,0,0,0,0,0,0,1,0,0,0,1
12,9,jour,non,complexe,normale,deux_vl,route_secondaire,simple,avec,plat,courbe,normale,routiers,normale,80,passager_avant,feminin,2004,personnelle,sans,croissant,vl,structurel,aucun,14,2,6,17,1,0,0,0,0,0,1,0,0,1,1
9,7,nocturne,oui,aucun,normale,autres,route_secondaire,simple,avec,plat,rectiligne,normale,aucun,particuliere,50,pieton,masculin,2018,personnelle,autre,croissant,2rm,aucun,pieton,1,1,3,20,0,0,0,0,0,0,1,0,0,0,0
24,5,jour,oui,simple,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,conducteur,masculin,1996,domicile,sans,inconnu,cycle_edp,aucun,vehicule,19,2,2,14,0,0,0,0,0,0,0,0,0,1,1
7,8,jour,non,aucun,normale,sans_collision,route_secondaire,simple,sans,incline,rectiligne,autre,aucun,particuliere,80,conducteur,masculin,2005,personnelle,sans,inconnu,vl,naturel,aucun,1,1,2,19,1,0,0,0,0,0,1,0,0,1,1
28,4,jour,non,aucun,normale,autres,route_principale,complexe,sans,plat,rectiligne,normale,routiers,normale,90,passager_avant,feminin,1964,personnelle,sans,croissant,vl,aucun,vehicule,2,5,6,15,1,0,0,0,0,0,0,1,0,0,0
7,9,jour,non,aucun,normale,deux_vl,route_secondaire,complexe,sans,plat,rectiligne,normale,aucun,normale,110,conducteur,feminin,1972,domicile,sans,croissant,vl,aucun,vehicule,2,2,2,9,1,0,0,0,0,0,1,0,0,0,0
25,6,jour,non,aucun,normale,autres,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,80,conducteur,feminin,1950,personnelle,sans,croissant,vl,aucun,vehicule,1,3,4,14,1,0,0,0,0,0,1,0,0,0,0
14,9,jour,non,aucun,pluvieuses,deux_vl,route_principale,complexe,sans,plat,rectiligne,humide,aucun,normale,110,conducteur,masculin,1957,personnelle,sans,decroissant,vl,structurel,vehicule,3,2,2,8,1,0,0,0,0,0,0,0,1,0,0
3,11,nocturne,non,aucun,pluvieuses,autres,route_secondaire,simple,sans,plat,courbe,humide,aucun,particuliere,80,conducteur,masculin,2002,personnelle,sans,decroissant,vl,naturel,aucun,1,1,1,23,1,0,0,0,0,0,1,0,0,0,1
17,5,jour,oui,aucun,normale,autres,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,pieton,masculin,2005,autre,chaussee,inconnu,vl,aucun,pieton,14,1,2,12,0,0,0,0,0,0,1,0,0,1,1
31,5,jour,non,simple,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,routiers,normale,80,conducteur,masculin,1942,personnelle,sans,croissant,cycle_edp,aucun,vehicule,1,2,2,8,0,0,0,0,0,0,1,0,1,0,1
6,7,jour,oui,complexe,normale,deux_vl,route_secondaire,complexe,sans,incline,courbe,normale,aucun,normale,50,conducteur,feminin,1999,professionnelle,sans,inconnu,vl,aucun,vehicule,21,2,5,19,1,0,0,0,0,0,1,0,0,0,0
5,4,nocturne,non,aucun,normale,autres,route_secondaire,complexe,sans,incline,courbe,normale,routiers,normale,70,passager_avant,feminin,1999,personnelle,sans,croissant,vl,structurel,aucun,1,1,3,3,1,0,0,0,0,0,0,0,0,0,0
9,8,jour,non,simple,difficiles,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,80,conducteur,masculin,1983,personnelle,sans,inconnu,vl,aucun,vehicule,1,2,5,11,1,0,0,0,0,0,0,0,0,1,0
3,12,jour,oui,aucun,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,humide,aucun,normale,50,conducteur,masculin,1956,personnelle,sans,croissant,vl,aucun,vehicule,1,2,2,13,1,0,0,0,0,0,1,0,1,0,0
7,8,jour,oui,aucun,normale,autres,route_secondaire,simple,sans,incline,courbe,normale,aucun,particuliere,50,conducteur,masculin,1996,personnelle,sans,decroissant,cycle_edp,naturel,aucun,0,1,1,19,0,0,0,0,0,0,0,0,0,0,0
4,2,jour,oui,aucun,normale,autres,route_secondaire,simple,avec,plat,rectiligne,normale,aucun,normale,50,passager_avant,masculin,1958,personnelle,sans,croissant,vl,aucun,vehicule,1,3,6,16,1,0,0,0,0,0,0,0,1,0,0
5,10,jour,oui,aucun,difficiles,autres,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,pieton,feminin,1950,personnelle,chaussee,croissant,vl,aucun,pieton,1,1,2,9,0,0,0,0,0,0,0,0,0,1,1
9,11,nocturne,oui,aucun,normale,sans_collision,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,conducteur,masculin,1994,personnelle,sans,inconnu,cycle_edp,aucun,aucun,0,1,1,3,0,0,0,0,0,0,0,0,0,0,1
22,5,jour,non,simple,normale,deux_vl,route_secondaire,simple,sans,plat,courbe,normale,routiers,normale,70,conducteur,masculin,2001,personnelle,sans,decroissant,2rm,aucun,vehicule,1,2,2,11,0,1,1,0,0,0,0,0,1,0,1
18,2,jour,oui,aucun,pluvieuses,deux_vl,route_secondaire,simple,sans,plat,courbe,humide,aucun,normale,50,conducteur,feminin,1958,personnelle,sans,decroissant,vl,aucun,vehicule,1,2,2,10,1,0,0,0,0,0,1,0,0,1,0
11,7,jour,oui,aucun,normale,deux_vl,route_secondaire,simple,avec,plat,rectiligne,normale,aucun,particuliere,50,conducteur,masculin,1994,domicile,sans,croissant,2rm,aucun,vehicule,1,2,3,18,0,1,1,0,0,0,1,0,0,0,1
24,4,jour,oui,simple,normale,deux_vl,route_secondaire,simple,avec,plat,rectiligne,normale,aucun,normale,50,conducteur,feminin,1962,personnelle,sans,inconnu,vl,aucun,vehicule,0,2,2,15,1,0,0,0,0,0,1,0,0,1,0
24,11,nocturne,non,complexe,normale,autres,route_secondaire,simple,sans,incline,courbe,normale,routiers,particuliere,80,conducteur,masculin,1993,personnelle,sans,croissant,vl,structurel,aucun,6,1,1,0,1,0,0,0,0,0,1,0,0,0,1
25,8,crepuscule_aube,non,aucun,normale,deux_vl,route_principale,complexe,sans,plat,rectiligne,normale,aucun,normale,90,passager_avant,feminin,1988,autre,sans,decroissant,vl,aucun,vehicule,1,2,3,20,1,0,0,0,0,0,1,0,1,0,0
27,3,jour,oui,aucun,normale,deux_vl,route_secondaire,complexe,sans,plat,rectiligne,normale,aucun,normale,50,conducteur,masculin,1973,personnelle,sans,croissant,2rm,aucun,vehicule,1,2,2,9,0,0,1,0,0,0,0,0,0,1,1
19,4,jour,non,aucun,normale,sans_collision,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,particuliere,80,conducteur,masculin,2001,personnelle,sans,decroissant,vl,aucun,aucun,21,1,2,7,1,0,0,0,0,0,1,1,1,1,1
2,8,jour,oui,simple,normale,autres,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,pieton,feminin,1961,personnelle,chaussee,croissant,vl,aucun,pieton,26,1,2,15,0,0,0,0,0,0,0,1,0,1,0
24,11,nocturne,non,aucun,normale,deux_vl,route_principale,complexe,sans,plat,rectiligne,normale,aucun,normale,110,conducteur,masculin,1995,autre,sans,decroissant,vl,structurel,vehicule,2,2,2,20,0,0,0,0,0,0,0,1,1,0,1
20,8,jour,non,aucun,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,70,conducteur,masculin,1980,personnelle,sans,croissant,2rm,aucun,vehicule,17,2,3,16,0,1,1,0,0,0,1,0,0,0,1
5,6,jour,oui,aucun,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,conducteur,masculin,2003,personnelle,sans,decroissant,cycle_edp,aucun,vehicule,1,2,2,19,0,0,0,0,0,0,0,1,0,0,0
3,10,nocturne,non,aucun,difficiles,sans_collision,route_principale,complexe,sans,plat,rectiligne,humide,aucun,particuliere,110,conducteur,masculin,1999,personnelle,sans,decroissant,vl,aucun,aucun,1,1,4,1,0,0,0,0,0,0,1,1,1,1,1
22,10,crepuscule_aube,oui,simple,difficiles,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,conducteur,masculin,1966,personnelle,sans,croissant,2rm,aucun,aucun,1,2,2,7,0,1,1,0,0,0,1,0,0,0,1
2,4,jour,non,aucun,normale,autres,route_urbaine,complexe,sans,plat,courbe,normale,aucun,normale,110,passager_avant,feminin,1998,personnelle,sans,decroissant,vl,aucun,aucun,2,1,2,11,1,0,0,0,0,0,1,1,1,1,1
13,9,jour,non,aucun,normale,deux_vl,route_principale,simple,sans,plat,courbe,normale,aucun,normale,70,passager_avant,feminin,1946,personnelle,sans,croissant,vl,aucun,vehicule,1,2,4,16,1,0,0,0,0,0,1,0,0,0,1
8,1,jour,oui,complexe,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,conducteur,masculin,1957,autre,sans,croissant,2rm,aucun,vehicule,1,2,2,15,0,0,1,0,0,0,0,0,1,0,1
30,3,jour,oui,aucun,normale,autres,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,30,pieton,feminin,1942,personnelle,chaussee,inconnu,vl,aucun,pieton,4,1,2,14,0,0,0,0,0,0,0,1,0,0,0
8,2,nocturne,oui,simple,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,conducteur,masculin,1995,personnelle,sans,decroissant,2rm,aucun,vehicule,1,2,2,20,0,1,1,0,0,0,1,0,0,0,1
11,10,nocturne,non,aucun,normale,autres,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,80,conducteur,masculin,1970,personnelle,sans,croissant,vl,aucun,autre,1,3,6,20,1,0,0,0,0,0,1,0,0,1,0
8,2,jour,non,aucun,normale,sans_collision,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,80,conducteur,masculin,2005,autre,sans,inconnu,2rm,aucun,aucun,1,1,1,15,0,1,1,0,0,0,0,0,0,0,1
10,3,nocturne,oui,simple,difficiles,deux_vl,route_secondaire,simple,sans,incline,rectiligne,normale,aucun,normale,50,passager,feminin,2019,personnelle,sans,croissant,vl,structurel,vehicule,1,2,5,20,0,0,0,0,0,1,0,0,0,1,0
13,11,jour,oui,simple,normale,autres,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,pieton,masculin,1962,personnelle,chaussee,croissant,vl,aucun,pieton,11,1,2,11,0,0,0,0,0,0,1,0,0,1,1
24,9,jour,oui,simple,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,30,conducteur,masculin,1991,personnelle,sans,decroissant,vl,aucun,vehicule,15,2,3,17,0,0,0,0,0,0,0,1,1,0,0
